conversation_id,user_id,session_id,timestamp,channel,language,device,user_type,conversation_turn,previous_utterance,utterance,extracted_entities,intent,topic_category,sentiment,urgency,bot_response,previous_bot_response,suggested_action,is_escalated,escalation_priority,confidence_score,response_time_ms
conv_330,user_9019,sess_4458,2025-11-27T12:25:16.435206,mobile_app,en,tablet,new,1,,price mismatch,{},billing_issue,billing_and_payments,negative,medium,I understand this is very frustrating. Rest assured I'm escalating this billing issue to ensure it's corrected promptly.,,review_billing_account,no,P3,0.9589563406307664,783
conv_1441,user_7420,sess_4460,2026-03-04T12:25:16.472297,web,en,tablet,new,1,,how does wifi work,{},out_of_scope,out_of_scope,positive,medium,"Good question, but that's outside what I can assist with right now. Is there anything else I can help you with today?",,request_clarification,no,P3,0.7663031040037533,1638
conv_1002,user_8730,sess_4463,2025-12-13T12:25:16.457282,web,en,tablet,new,1,,is this support,{},greeting,conversation_flow,neutral,medium,Good day! How can I help you today?,,present_main_menu,no,P3,0.8586799637400921,1192
conv_1121,user_7070,sess_4482,2025-07-15T12:25:16.461802,email,en,mobile,new,1,,thanks a bunch,{},thanks,conversation_flow,neutral,low,Happy to help! Is there anything else you need today?,,check_if_resolved,no,P4,0.978069188649986,1201
conv_60,user_7525,sess_4482,2026-01-30T12:25:16.425390,mobile_app,en,mobile,returning,2,thanks a bunch,tracking not updating,{},order_status,order_management,positive,low,Great news — your order has been dispatched and is on its way! You should receive it soon.,Happy to help! Is there anything else you need today?,lookup_order_by_id,no,P4,0.7804159641545005,1089
conv_800,user_7804,sess_4495,2025-05-17T12:25:16.450832,chat,en,mobile,new,1,,upgrade option,{},product_inquiry,product,positive,high,Of course! We have a great range. Could you tell me more about what you're looking for?,,fetch_product_details,no,P4,0.9504039812772802,887
conv_296,user_4278,sess_4501,2026-03-30T12:25:16.433941,web,en,tablet,returning,1,,card declined,{},billing_issue,billing_and_payments,negative,high,I sincerely apologize for the billing error. I'm looking into this now and will ensure any incorrect charges are reversed.,,review_billing_account,yes,P1,0.7101004512113319,803
conv_810,user_8342,sess_4507,2026-04-02T12:25:16.451149,email,en,desktop,returning,1,,water resistant,{},product_inquiry,product,positive,low,"Happy to help! I can provide full product details, availability, and pricing. Which product caught your eye?",,fetch_product_details,no,P4,0.7261049656184226,777
conv_725,user_6978,sess_4522,2025-06-17T12:25:16.448457,email,en,tablet,new,1,,dimensions and weight,{},product_inquiry,product,negative,high,That's not the experience we want. Let me personally walk you through the product details you need.,,fetch_product_details,yes,P1,0.9097985100020456,1051
conv_631,user_5677,sess_4522,2026-01-10T12:25:16.445385,mobile_app,en,mobile,returning,2,dimensions and weight,reschedule my booking,{},appointment_booking,scheduling,positive,high,Sure! We have slots available this week. Would morning or afternoon work better for you?,That's not the experience we want. Let me personally walk you through the product details you need.,check_availability_calendar,no,P4,0.9521006997506622,1035
conv_853,user_2594,sess_4536,2025-08-10T12:25:16.452493,email,en,desktop,new,1,,very unhappy with service,{},feedback,feedback_and_general,neutral,low,Thank you for your feedback. We take all comments seriously and will use this to enhance our service.,,log_feedback_ticket,no,P4,0.7129064279220442,1304
conv_1167,user_5204,sess_4537,2025-06-26T12:25:16.463417,email,en,desktop,new,1,,thank you for resolving this,{},thanks,conversation_flow,neutral,low,Happy to help! Is there anything else you need today?,,check_if_resolved,no,P4,0.7911341376762919,1218
conv_641,user_8085,sess_4539,2025-05-21T12:25:16.445723,mobile_app,en,mobile,returning,1,,i need to see someone,{},appointment_booking,scheduling,negative,medium,I'm sorry for any difficulty booking. Let me take care of this for you — what time and date would you prefer?,,check_availability_calendar,no,P3,0.9890379315021928,1691
conv_1144,user_2632,sess_4541,2025-06-29T12:25:16.462658,mobile_app,en,mobile,returning,1,,no complaints,{},thanks,conversation_flow,negative,high,I'm just glad we could work toward a resolution. I'm truly sorry about the experience and hope things improve.,,check_if_resolved,yes,P1,0.991398220375014,814
conv_724,user_4541,sess_4545,2025-11-01T12:25:16.448425,mobile_app,en,mobile,returning,1,,what materials is it made of,{},product_inquiry,product,neutral,high,Let me look that up for you. Could you share the product name or item code?,,fetch_product_details,no,P4,0.7144723026363354,1082
conv_1522,user_9293,sess_4545,2026-04-27T15:50:30.118925,mobile_app,en,desktop,returning,2,what materials is it made of,ACC-754067 billing statement,{},billing_issue,billing_and_payments,positive,high,Happy to look into that for you. Can you tell me a bit more about the charge you're seeing?,Let me look that up for you. Could you share the product name or item code?,review_billing_account,no,P4,0.85,1088
conv_1498,user_5318,sess_4584,2026-04-27T15:50:30.118764,email,en,desktop,returning,1,,wrong item in ORD-822829,{"order_id": "ORD-822829"},return_refund,order_management,neutral,high,Our return window is 30 days from delivery. I'll need your order number to look up the details.,,initiate_return_flow,no,P4,0.91,586
conv_381,user_2598,sess_4585,2025-12-23T12:25:16.436874,mobile_app,en,tablet,returning,1,,technical issue,{},technical_support,technical,neutral,high,I can help you with the technical issue. Please describe what's happening and I'll walk you through the steps.,,run_diagnostic_check,no,P4,0.8599656810697477,1029
conv_938,user_6412,sess_4588,2025-10-03T12:25:16.455215,chat,en,desktop,new,1,,hi there,{},greeting,conversation_flow,negative,medium,Hello! I understand you may be frustrated. I'm here to help and I'll do everything I can to sort this out.,,present_main_menu,no,P3,0.7923262769574768,1504
conv_431,user_6277,sess_4588,2025-11-17T12:25:16.438510,email,en,tablet,returning,2,hi there,the app wont start,{},technical_support,technical,positive,high,I'd be glad to help with that! Could you describe the issue you're experiencing in a bit more detail?,Hello! I understand you may be frustrated. I'm here to help and I'll do everything I can to sort this out.,run_diagnostic_check,no,P4,0.9369650973699426,1760
conv_353,user_8025,sess_4589,2025-07-09T12:25:16.435959,email,en,mobile,new,1,,credit card fraud,{},billing_issue,billing_and_payments,neutral,high,"I can investigate your billing concern. Could you provide more details about the issue — for example, the charge amount or date?",,review_billing_account,no,P4,0.798078623602622,1482
conv_1165,user_7171,sess_4591,2026-01-27T12:25:16.463352,email,en,mobile,new,1,,thanks for the great help,{},thanks,conversation_flow,positive,medium,Thank you for the kind words! Always happy to help. Is there anything else?,,check_if_resolved,no,P3,0.8407723334957131,1462
conv_674,user_5101,sess_4594,2026-01-14T12:25:16.446829,mobile_app,en,desktop,returning,1,,appointment deposit,{},appointment_booking,scheduling,positive,low,Sure! We have slots available this week. Would morning or afternoon work better for you?,,check_availability_calendar,no,P4,0.8121006323215191,521
conv_181,user_3595,sess_4605,2025-12-12T12:25:16.430158,mobile_app,en,desktop,new,1,,misleading product description,{},return_refund,order_management,neutral,medium,Our return window is 30 days from delivery. I'll need your order number to look up the details.,,initiate_return_flow,no,P3,0.8085049178885743,690
conv_830,user_9408,sess_4620,2025-09-17T12:25:16.451775,mobile_app,en,mobile,new,1,,improvement idea,{},feedback,feedback_and_general,positive,low,We really appreciate your feedback! It motivates us to keep delivering the best service possible.,,log_feedback_ticket,no,P4,0.9086630950707706,1327
conv_959,user_5217,sess_4623,2025-07-05T12:25:16.455899,chat,en,mobile,returning,1,,i need assistance,{},greeting,conversation_flow,positive,medium,Hello! Welcome! It's great to have you here. How can I assist you today?,,present_main_menu,no,P3,0.7344545656879251,1254
conv_442,user_5920,sess_4626,2025-10-26T12:25:16.438864,chat,en,tablet,new,1,,blank page,{},technical_support,technical,positive,high,Let's get that sorted! Have you tried restarting the app or clearing your cache? That resolves most common issues.,,run_diagnostic_check,no,P4,0.874665682203034,525
conv_1156,user_9964,sess_4641,2026-02-13T12:25:16.463056,email,en,desktop,returning,1,,leaving a good review,{},thanks,conversation_flow,negative,low,You're welcome. I'm sorry it came to this — please don't hesitate to reach out if issues persist.,,check_if_resolved,no,P4,0.7198791495576959,587
conv_1232,user_2476,sess_4642,2025-09-22T12:25:16.465494,web,en,desktop,returning,1,,no invoice in package,{},shipping_info,order_management,negative,high,That's not the shipping experience we want you to have. I'm investigating this as a priority and will update you soon.,,fetch_shipping_rates,yes,P1,0.8018392396224691,796
conv_1491,user_7841,sess_4648,2026-04-27T15:50:30.118715,chat,en,desktop,new,1,,return order ORD-643148,"{""order_id"": ""ORD-643148"", ""action"": ""refund""}",return_refund,order_management,positive,low,Of course! I can help you start a return. Our policy allows returns within 30 days of delivery. Would you like me to initiate that?,,initiate_return_flow,no,P4,0.73,1313
conv_103,user_1264,sess_4650,2025-04-28T12:25:16.427427,email,en,desktop,returning,1,,my order ORD-555823 return process,"{""order_id"": ""ORD-555823"", ""action"": ""refund""}",return_refund,order_management,neutral,high,I can assist you with a return or refund. Please share your order number and reason for return so I can proceed.,,initiate_return_flow,no,P4,0.7014369683201845,930
conv_435,user_2771,sess_4655,2025-11-09T12:25:16.438642,mobile_app,en,mobile,returning,1,,app crashes when i search,{},technical_support,technical,positive,low,Happy to help troubleshoot. Could you let me know what device and version you're using?,,run_diagnostic_check,no,P4,0.7571526900492423,778
conv_762,user_9376,sess_4658,2025-05-29T12:25:16.449635,mobile_app,en,mobile,new,1,,is this gluten free,{},product_inquiry,product,positive,low,Of course! We have a great range. Could you tell me more about what you're looking for?,,fetch_product_details,no,P4,0.9633736567163202,904
conv_1194,user_2822,sess_4661,2026-02-20T12:25:16.464288,chat,en,tablet,returning,1,,when will it be delivered,{},shipping_info,order_management,neutral,medium,Shipping costs vary based on weight and destination. I can provide an exact quote if you share your delivery address.,,fetch_shipping_rates,no,P3,0.7710897535064153,1283
conv_998,user_2031,sess_4689,2026-03-30T12:25:16.457153,chat,en,desktop,returning,1,,just a question,{},greeting,conversation_flow,positive,medium,Hello! Welcome! It's great to have you here. How can I assist you today?,,present_main_menu,no,P3,0.9703420709610752,768
conv_66,user_8397,sess_4695,2026-03-12T12:25:16.425593,mobile_app,en,mobile,returning,1,,ORD-313074 - will my order arrive before the weekend,{"order_id": "ORD-313074"},order_status,order_management,positive,low,Your order is in transit and looking good! Would you like the tracking link sent to your email?,,lookup_order_by_id,no,P4,0.9530436669147282,1380
conv_359,user_1893,sess_4699,2025-10-16T12:25:16.436162,mobile_app,en,mobile,returning,1,,authorization hold,{},billing_issue,billing_and_payments,positive,medium,I can help with that billing question! Let me pull up your account and take a look.,,review_billing_account,no,P3,0.8787913300494077,879
conv_776,user_1649,sess_4715,2026-04-05T12:25:16.450078,chat,en,desktop,new,1,,what comes in the package,{},product_inquiry,product,neutral,low,"I'll check the product details for you. What specific information are you looking for — price, specs, or availability?",,fetch_product_details,no,P4,0.799906638096783,683
conv_1059,user_2484,sess_4716,2025-06-14T12:25:16.459129,web,en,tablet,returning,1,,that should do it,{},goodbye,conversation_flow,neutral,high,Thank you for contacting us. Have a good day and feel free to reach out if you need anything.,,close_session,no,P4,0.8390225407649026,1221
